Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID
2017,160399,Cityfront Place,Submitted,400 North McClurg,60611,,,NEAR NORTH SIDE,Multifamily Housing,474551,1991,1,,44,13434869,25197759,,,,81.4,144.6,87.2,151.8,3822.4,8.1,41.88919665,-87.61813032,"(41.88919665, -87.61813032)",2017-160399
2016,130453,833 West Jackson,Submitted,833 West Jackson,60607,,,NEAR WEST SIDE,Office,79197,1930,1,,95,2527705.1,893338.2,,,,43.2,112.1,44.9,113.8,513.4,6.5,41.87773944,-87.64874491,"(41.87773944, -87.64874491)",2016-130453
2018,254050,1400 State Parkway Condominium Association,Submitted,1400 N State Parkway,60610,1.0,false,Near North Side,Multifamily Housing,95000,1962,1,2951,8,2175030.6,12042469.6,,,,149.7,197.2,151.3,197.7,1001.5,10.5,41.9038385,-87.63668,"(41.9038385, -87.63668)",2018-254050
2016,173764,Saint Luke Church & Academy,Submitted,1500 West Belmont Ave,60657,,,LAKE VIEW,Other - Education,64000,1884,1,,,1150496.7,,,,,18,56.4,18,56.4,212.1,3.3,41.94002677,-87.66679292,"(41.94002677, -87.66679292)",2016-173764
2016,124019,03477-Pueblo & Lawrence,Submitted,4734 Pueblo,60656,,,OHARE,Supermarket/Grocery Store,52748,1965,1,,76,7883961.7,2846500.1,,,,203.4,526,208,527.8,1604.4,30.4,41.96565014,-87.83681933,"(41.96565014, -87.83681933)",2016-124019
2018,251315,02502-Clybourn & Wrightwood,Submitted,2550 N Clybourn Ave,60614,2.0,false,LINCOLN PARK,Supermarket/Grocery Store,85209,2013,1,19,43,12518730.4,7801499.6,,,,238.5,507.5,235.7,503.9,2497,29.3,41.92777731,-87.67299035,"(41.92777731, -87.67299035)",2018-251315
2015,103761,20 West Kinzie,Submitted,20 West Kinzie Street,60654,,,NEAR NORTH SIDE,Office,392653,2000,1,,31,34032305,1956787,,,,91.7,277.39999999999998,92.3,279.3,6942,17.7,41.889270000000003,-87.628760999999997,"(41.88927, -87.628761)",2015-103761
2018,250141,180 N Wacker Dr,Not Submitted,180 N Wacker Dr,60606,0.0,false,LOOP,,70909,,1,1250,,,,,,,,,,,,,41.88533471,-87.63725343,"(41.88533471, -87.63725343)",2018-250141
2018,254034,Warren Project,Submitted,1609 W. Warren BLVD.,60612,1.5,false,Near West Side,Multifamily Housing,78628,2014,1,1684,40,1350735.7,6219406.8,,,,96.3,131.2,92.9,126.5,555.1,7.1,41.8812009,-87.68664,"(41.8812009, -87.68664)",2018-254034
2015,159800,Metropolitan Condominiums,Submitted,5320 N Sheridan Road,60640,,,EDGEWATER,Multifamily Housing,370000,1984,1,,7,18154013,4824900,,,,62.1,167.8,64.099999999999994,173.5,3904,10.6,41.979271480000001,-87.655513729999996,"(41.97927148, -87.65551373)",2015-159800
2018,158295,congress plaza hotel,Submitted,520 s. michigan ave.,60605,3.0,false,LOOP,Hotel,600700,1873,1,54648,69,15817557.7,51598100.8,,,,112.2,163.9,109.6,160.2,5372.1,8.9,41.8914831,-87.62495815,"(41.8914831, -87.62495815)",2018-158295
2017,172584,ASPIRA Early College High School,Submitted,3986 W. Barry Ave.,60641,,,AVONDALE,K-12 School,58000,1945,1,,45,2169046,704825,,,,49.5,130.2,51.3,130.9,438.5,7.6,41.93769413,-87.72679086,"(41.93769413, -87.72679086)",2017-172584
2016,175441,Instituto Health Sciences Career Academy,Submitted,2520 S Western Ave,60608,,,LOWER WEST SIDE,K-12 School,93000,2011,1,,,,,,,,,,,,,,41.8456699,-87.68586921,"(41.8456699, -87.68586921)",2016-175441
2018,119055,CHICAGO BRICKYARD (1924),Submitted,6525 W DIVERSEY AVE,60707,2.5,false,BELMONT CRAGIN,Retail Store,139940,2004,1,1620,54,8238663,4323199.8,,,,89.8,197.3,89.5,197,1600.2,11.4,41.93005111,-87.78975524,"(41.93005111, -87.78975524)",2018-119055
2014,109613,Cook County Department of Corrections Campus,Submitted,2700 S. California Ave.,60608,,,SOUTH LAWNDALE,Prison/Incarceration,4570176,1926,57,,,188712261,557920205,,,,163,258,156,250,67549,14.78,41.84329289,-87.69598814,"(41.84329289, -87.69598814)",2014-109613
2017,252066,The Park Monroe Condominium Homes Association,Submitted,65 E. Monroe St.,60603,,,LOOP,Multifamily Housing,480820,2009,1,,37,18303074,4985342,,,,48.4,130.4,50.6,135.6,3648.9,7.6,41.880771,-87.625598,"(41.880771, -87.625598)",2017-252066
2018,253963,Montclare Senior Residences of Avalon Park Phase II,Submitted,1210 E. 78th Street,60619,4.0,false,Avalon Park,Multifamily Housing,102573,2015,1,6366,95,1861675.9,4154089,,,,58.6,93.3,59,93.7,530.4,5.2,41.74401302,-87.60549928,"(41.74401302, -87.60549928)",2018-253963
2015,250071,Cabrini Rowhouses,Submitted,900 N. HUDSON,60610,,,NEAR NORTH SIDE,Multifamily Housing,744162,1943,1,,100,3144445,669325,,,,5.1,14.2,5.2,14.3,667,0.9,41.89867941,-87.640222730000005,"(41.89867941, -87.64022273)",2015-250071
2017,105695,Dearborn I LLC,Submitted,1036 N Dearborn St,60610,,,NEAR NORTH SIDE,Multifamily Housing,72115,1929,1,,54,3031477,1974845,,,,69.4,160.7,72.7,169.8,665.4,9.2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2017-105695
2017,145926,"MAM 7301 Sheridan, LLC",Submitted,7301 N. Sheridan Rd.,60626,,,ROGERS PARK,Multifamily Housing,74884,1922,1,,63,1716540,5277539,,,,93.4,146,101.3,154.3,597.7,8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2017-145926
2017,105673,Holiday Inn Downtown Chicago,Submitted,506 W Harrison St.,60607,,,NEAR WEST SIDE,Hotel,150937,1967,1,,52,6298126,8808748,,,,100.1,192.3,105.7,200.6,1632.4,10.8,41.87399385,-87.651678,"(41.87399385, -87.651678)",2017-105673
2018,173783,4840 N LINDER AVE,Not Submitted,4840 N LINDER AVE,60630,0.0,false,JEFFERSON PARK,,65868,,1,3096,,,,,,,,,,,,,41.97200414,-87.75756578,"(41.97200414, -87.75756578)",2018-173783
2018,251395,Mcclellan El-CPS,Submitted,3527 S Wallace St,60609,1.0,false,BRIDGEPORT,K-12 School,58108,1883,1,10212,30,1360926,4639487.7,,,,103.3,149.4,99.9,145.9,472.8,8.1,41.83035712,-87.64086107,"(41.83035712, -87.64086107)",2018-251395
2015,251475,Belding Elem-CPS,Submitted,4257 N Tripp Ave,60641,,,IRVING PARK,K-12 School,73840,1901,1,,99,71860,3099047,,,,42.9,47.1,44,48.2,179,2.4,41.958565640000003,-87.733644760000004,"(41.95856564, -87.73364476)",2015-251475
2015,158407,CCC District Office,Submitted,226 West Jackson Blvd.,60606,,,LOOP,Office,226546,1904,1,,83,9853685,8407012,,,,80.599999999999994,175.5,83.5,177.3,2426,10.7,41.878430510000001,-87.634883310000006,"(41.87843051, -87.63488331)",2015-158407
2016,101871,123 N Wacker,Submitted,123 N Wacker,60606,,,LOOP,Office,587815,1986,1,,83,33002501.8,,,,,56.1,176.3,57.3,179.9,6083.1,10.3,41.88411984,-87.63649725,"(41.88411984, -87.63649725)",2016-101871
2017,125148,Shop & Save Market - Archer,Submitted,5829 S. ARCHER AVE.,60638,,,GARFIELD RIDGE,Supermarket/Grocery Store,67169,1985,1,,73,8992183,3348774,,,,183.7,472.7,183.7,472.6,1840.5,27.4,41.79565846,-87.75923253,"(41.79565846, -87.75923253)",2017-125148
2018,102340,Grand on Grand Condominium Association,Submitted,200 W. Grand Ave.,60654,1.0,false,NEAR NORTH SIDE,Multifamily Housing,192102,2004,1,3380,18,6241732,12549211.2,,,,97.8,159.6,98.6,159.6,1704.9,8.9,41.89198218,-87.63699623,"(41.89198218, -87.63699623)",2018-102340
2018,250154,Hektoen Building,Submitted,627 W. Wood St.,60612,4.0,false,NEAR WEST SIDE,Laboratory,184535,1964,2,,,1179379.3,19243597.3,,,,110.7,127.4,109.1,125.6,1218.3,6.6,41.87342661,-87.67117128,"(41.87342661, -87.67117128)",2018-250154
2017,113752,1540 N State,Submitted,1540 North State Parkway,60610,,,NEAR NORTH SIDE,Multifamily Housing,104000,1970,1,,81,1464922,5810341,,,,70,102.9,75.8,108.5,579.5,5.6,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2017-113752
2016,254057,HAYMARKET CENTER,Submitted,932 W WASHINGTON BLVD,60607,,,Near West Side,Residential Care Facility,150000,1890,1,,,8584281.5,6377993.8,,,,99.7,224.3,103.1,225.3,1921,12.8,41.8742951,-87.65018,"(41.8742951, -87.65018)",2016-254057
2018,175049,7311 7339 S COTTAGE GROVE AVE,Not Submitted,7311 7339 S COTTAGE GROVE AVE,60619,0.0,false,GREATER GRAND CROSSING,,50710,,1,1912,,,,,,,,,,,,,41.74401302,-87.60549928,"(41.74401302, -87.60549928)",2018-175049
2018,159529,"06620-Chicago, IL",Submitted,700 N Michigan Avenue,60611,1.0,false,NEAR NORTH SIDE,Retail Store,176600,2000,1,,2,18445316.4,1462000,,,,112.7,301.1,112.5,300.9,3146.3,17.8,41.89533925,-87.62493853,"(41.89533925, -87.62493853)",2018-159529
2016,119323,#1976 Lincoln Park,Submitted,2647 2679 N Halsted St,60614,,,LINCOLN PARK,Retail Store,80069,2003,1,,26,6849429.6,929546.1,,,,97.2,280.8,96.4,274.3,1311.9,16.4,41.93099766,-87.64894109,"(41.93099766, -87.64894109)",2016-119323
2016,251644,Beaubien Ele-CPS,Submitted,5025 N Laramie Ave,60630,,,JEFFERSON PARK,K-12 School,117451,1904,1,,68,2015597,6981440.7,,,,76.6,116.3,84.1,124.2,742.3,6.3,41.97209735,-87.7569164,"(41.97209735, -87.7569164)",2016-251644
2014,101950,332 Property LLC,Submitted,332 South Michigan Ave.,60604,,,LOOP,Office,529401,1910,1,,,21716977,30585062,,,,99,190,95,186,5988,11.31,41.87724917,-87.6247034,"(41.87724917, -87.6247034)",2014-101950
2018,176015,Wentworth Condo,Submitted,2734 South Wentworth Avenue,60616,3.5,false,ARMOUR SQUARE,Multifamily Housing,63983,2004,1,3876,74,2070497.1,2397351.8,,,,69.8,130,67.3,125.9,471.8,7.4,41.84550365,-87.63055693,"(41.84550365, -87.63055693)",2018-176015
2018,251865,PrietoDrJorg-CPS,Submitted,2231 N CENTRAL AVE,60639,2.5,false,BELMONT CRAGIN,K-12 School,115458,1946,1,1757,37,4047502.1,3215146.5,,,,62.9,127.4,62.2,126.7,844.1,7.3,41.92104626,-87.76524049,"(41.92104626, -87.76524049)",2018-251865
2015,251335,Student Center,Submitted,2250 N. Sheffield,60614,,,LINCOLN PARK,College/University,149381,2001,1,,,11716549,12076543,,,,159.30000000000001,331.2,164.5,336.6,2995,20.100000000000001,41.923282,-87.653538999999995,"(41.923282, -87.653539)",2015-251335
2016,160257,Elm Street Plaza,Submitted,1130 N. Dearborn,60610,,,NEAR NORTH SIDE,Multifamily Housing,380277,1976,1,,36,9650705.5,27948076.8,,,,98.9,156.9,104.3,159.4,3263.3,8.6,41.90292466,-87.63041353,"(41.90292466, -87.63041353)",2016-160257
2016,238097,111 Morgan CA,Submitted,111 S. Morgan Street,60607,,,NEAR WEST SIDE,Multifamily Housing,176538,2003,1,,66,5782551.8,6187997.1,,,,67.8,139.7,69.9,139.1,1394.5,7.9,41.8796953,-87.65162494,"(41.8796953, -87.65162494)",2016-238097
2018,255955,Landmark West Loop,Submitted,1035 W Van Buren Street,60607,2.5,false,NEAR WEST SIDE,Multifamily Housing,250817,2017,1,7314,55,10074472.5,6031367.7,,,,64.2,137.7,63.5,135.8,1996.4,8,41.88,-87.6548399,"(41.88, -87.6548399)",2018-255955
2016,103639,121 West Wacker Drive,Submitted,121 West Wacker Drive,60601,,,LOOP,Office,518217,1930,1,,83,17445078.3,19984889,,11947800.3,,95.3,169.3,98.5,172.8,4906.6,9.5,41.88653309,-87.63199926,"(41.88653309, -87.63199926)",2016-103639
2016,105852,7100 South Shore,Submitted,7100 S. South Shore,60649,,,SOUTH SHORE,Multifamily Housing,185630,1923,1,,59,1662698.3,14627455.4,,,,87.8,110.9,96,119.6,1083.4,5.8,41.76259226,-87.57231648,"(41.76259226, -87.57231648)",2016-105852
2016,172130,Canterbury Court Apartments,Submitted,1220 N State Parkway,60610,,,NEAR NORTH SIDE,Multifamily Housing,99680,1928,1,,51,2277835.5,9021425.7,,,,113.4,166.8,121.7,174.6,899,9,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2016-172130
2016,113706,Streeterville Center,Submitted,233 E. Erie,60611,,,NEAR NORTH SIDE,Multifamily Housing,240000,1968,1,,38,7564417.6,8709321,,,,67.8,137.1,71.3,140.2,1856.9,7.7,41.89579275,-87.62247957,"(41.89579275, -87.62247957)",2016-113706
2016,159524,(ILCH175) - North Harbor Tower,Submitted,175 N. Harbor Drive,60601,,,LOOP,Multifamily Housing,605561,1988,1,,1,43427867.8,34761599.9,,,,129.1,285.5,133.5,299.3,9851,16.3,41.88544613,-87.61546169,"(41.88544613, -87.61546169)",2016-159524
2017,172771,Harrison Street Lofts Condominium Association,Submitted,80 W. Harrison St.,60605,,,LOOP,Multifamily Housing,142500,1925,1,,46,2924050,5390604,,,,58.3,104.2,62.7,109.7,827,5.8,41.86863212,-87.62730687,"(41.86863212, -87.62730687)",2017-172771
2018,175686,1001 W BELMONT AVE,Not Submitted,1001 W BELMONT AVE,60657,0.0,false,LAKE VIEW,,79012,,1,1829,,,,,,,,,,,,,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2018-175686
2018,173594,19 South LaSalle Building,Submitted,19 South LaSalle,60603,2.5,false,LOOP,Office,161339,1893,1,2397,,8662644.9,,,,,,,,,,,41.881412,-87.632355,"(41.881412, -87.632355)",2018-173594
2016,160297,Roosevelt Collection,Submitted,150 W Roosevelt Road,60605,,,LOOP,Mixed Use Property,1086996,2009,1,,88,32304642,15406999.4,,,,43.9,108.2,45.8,111.9,6772.8,6.2,41.86930998,-87.63230603,"(41.86930998, -87.63230603)",2016-160297
2018,252065,280 S. Columbus Dr.,Submitted,280 S. Columbus Dr.,60603,1.0,false,LOOP,College/University,142184,1973,1,23773,,7021377.4,14526428.2,,8408879.7,,210.7,299.4,211.5,300.4,2382.8,16.8,41.8787345,-87.62080493,"(41.8787345, -87.62080493)",2018-252065
2016,251651,Gary Element-CPS,Submitted,3740 W 31st St,60623,,,SOUTH LAWNDALE,K-12 School,132193,1911,1,,47,3447979.5,5793795.9,,,,69.9,127.9,78.7,140.9,943.3,7.1,41.83790661,-87.71883999,"(41.83790661, -87.71883999)",2016-251651
2017,251563,Castellanos-CPS,Submitted,2524 S Central Ave,60623,,,AUSTIN,K-12 School,84116,1903,1,,35,1453094,3366431,,,,57.3,96.3,65.5,104.9,447.5,5.3,41.869894,-87.764317,"(41.869894, -87.764317)",2017-251563
2016,250161,Northwest Armory,Submitted,1551 North Kedzie,60651,,,WEST TOWN,Other,204256,1940,1,,,3722713.8,8957739.7,,,,62.1,103.3,67.5,108.9,1162,5.7,41.90927241,-87.70692889,"(41.90927241, -87.70692889)",2016-250161
2018,252023,CICS Longwood,Submitted,1309 W. 95th St.,60643,2.0,false,WASHINGTON HEIGHTS,K-12 School,165520,1952,5,,44,2164665.9,16536830.1,,,,113,141.5,114,142.6,1238.5,7.5,41.721234,-87.655052,"(41.721234, -87.655052)",2018-252023
2016,116716,1819 S Michigan Avenue Condominium Association,Submitted,1819 S Michigan Ave,60616,,,NEAR SOUTH SIDE,Multifamily Housing,114750,2005,1,,46,4280763.4,5793518.2,,,,87.8,170.2,91.4,171,1096.8,9.6,41.84550365,-87.63055693,"(41.84550365, -87.63055693)",2016-116716
2017,238799,Sixty Thirty Condominium Association,Submitted,6030 N. Sheridan Rd,60660,,,EDGEWATER,Multifamily Housing,295000,1950,1,,94,4786340,11986191,,,,56.9,93.6,62.5,99.2,1521.6,5.2,41.99162081,-87.65589517,"(41.99162081, -87.65589517)",2017-238799
2016,113548,(IL616) - Astor Terrace,Submitted,1450 N. Astor St,60610,,,NEAR NORTH SIDE,Multifamily Housing,67568,1972,1,,16,3443369.9,1831512.7,,,,78.1,188.5,84,202.4,732,10.8,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2016-113548
2017,113768,(IL614) - Constellation Condominium Association,Submitted,1555 N Dearborn Parkway,60610,,,NEAR NORTH SIDE,Multifamily Housing,96824,1962,1,,15,2342478,9065121,,,,117.8,174.3,127.9,184.8,914.6,9.4,41.9037528,-87.63558845,"(41.9037528, -87.63558845)",2017-113768
2018,175477,1623 Belmont Ashland Assoc LP,Submitted,1617-1633 W Belmont Ave,60645,1.5,false,LAKE VIEW,Multifamily Housing,56880,1928,1,2378,37,627032.8,5484138.6,,,,107.4,132.1,111.3,135.8,395.6,7,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2018-175477
2018,251671,Sherwood Ele-CPS,Submitted,245 W 57TH ST,60621,1.0,false,ENGLEWOOD,K-12 School,52237,1951,1,761,24,1455576.3,4096507.8,,,,106.3,160.4,101.7,155.5,459.7,8.8,41.79063666,-87.63226193,"(41.79063666, -87.63226193)",2018-251671
2018,239096,Marina Towers Condominium Association,Submitted,300 N State Street,60654,1.5,false,NEAR NORTH SIDE,Multifamily Housing,768027,1962,2,23174,40,40125290.6,,,,,52.2,146.3,51,142.8,6675.4,8.7,41.88796008,-87.62913076,"(41.88796008, -87.62913076)",2018-239096
2017,111431,15 South Throop Condominium Association,Submitted,15-25 S. Throop St.,60607,,,NEAR WEST SIDE,Multifamily Housing,73000,2001,1,,99,1746705,21068,,,,24.2,75.4,24.2,75.5,324.1,4.4,41.87399385,-87.651678,"(41.87399385, -87.651678)",2017-111431
2017,252322,Lavergne Court,Submitted,4938 W. Quincy Street,60644,,,AUSTIN,Multifamily Housing,144765,1930,6,,41,2864196,11027539,,,,96,142.1,103.8,151.8,1115.3,7.7,41.8776794,-87.74812673,"(41.8776794, -87.74812673)",2017-252322
2018,104105,Sheridan Shores,Submitted,640 W. Sheridan Road,60613,4.0,false,LAKE VIEW,Multifamily Housing,60918,1970,1,1913,91,776758.9,3321699.9,,,,67.3,93,66.1,91.7,305.7,5,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2018-104105
2018,252259,Sheridan Park,Submitted,4536 North Magnolia,60640,1.5,false,UPTOWN,Multifamily Housing,55300,1929,2,4880,36,974128.7,7365388.1,,,,150.8,189.2,153,191.4,553.3,10,41.9642177,-87.66097727,"(41.9642177, -87.66097727)",2018-252259
2018,251929,600 S Michigan Ave,Not Submitted,600 S Michigan Ave,60605,0.0,false,LOOP,,175129,,1,,,,,,,,,,,,,,41.87405317,-87.62482805,"(41.87405317, -87.62482805)",2018-251929
2017,164787,Advocate Healthcare Center (Beverly Center),Submitted,9831 South Western Avenue,60643,,,BEVERLY,Medical Office,59345,1985,1,,35,6266489,,,,,105.6,331.6,106.9,335.7,1158.6,19.5,41.71458844,-87.68148367,"(41.71458844, -87.68148367)",2017-164787
2018,102363,LaneTechHS-CPS,Submitted,2501 W Addison St,60618,3.5,false,NORTH CENTER,K-12 School,713935,1932,1,,56,13291562,34409813.8,,,,66.8,102.7,64.7,100.5,4038.9,5.7,41.94498741,-87.69077957,"(41.94498741, -87.69077957)",2018-102363
2017,251536,Wentworth ES-CPS,Submitted,1340 W 71st St,60636,,,WEST ENGLEWOOD,K-12 School,102616,1905,1,,28,2057992,6900217,,,,87.3,133.6,97.2,143.9,747,7.3,41.76532371,-87.65837324,"(41.76532371, -87.65837324)",2017-251536
2018,242643,(IL296) - 1400 Museum Park Condo,Submitted,100 E 14th Street,60605,4.0,false,NEAR SOUTH SIDE,Multifamily Housing,539763,2008,1,11210,71,12862707.7,27040741.8,,,,73.9,119.3,74.6,119.7,3576.2,6.6,41.86449617,-87.62369303,"(41.86449617, -87.62369303)",2018-242643
2017,113507,LaSalle Terrace Condominium Association,Submitted,1540 N. LaSalle St.,60610,,,NEAR NORTH SIDE,Multifamily Housing,151000,1976,1,,19,3946254,10929773,,,,98.5,158.1,105.1,165.2,1310.2,8.7,41.91023785,-87.63363509,"(41.91023785, -87.63363509)",2017-113507
2017,159980,"73rd St Apts., LLC",Submitted,7345 S. South Shore Drive,60649,,,SOUTH SHORE,Multifamily Housing,95400,1967,1,,29,1142914,11066025,,,,128,159.4,138.5,170.4,799.1,8.4,41.76320454,-87.55907895,"(41.76320454, -87.55907895)",2017-159980
2015,251629,Bass Element-CPS,Submitted,6554 S May St,60621,,,ENGLEWOOD,K-12 School,85881,1895,1,,20,2461845,5747047,,,,95.6,160.30000000000001,102.6,169,800,9.300000000000001,41.774895000000001,-87.653199999999998,"(41.774895, -87.6532)",2015-251629
2018,104208,4401-09 N. Malden St.,Submitted,4401-09 N. Malden St.,60640,4.0,false,UPTOWN,Multifamily Housing,50000,1918,1,1465,100,331325.6,1966534.2,,,,46,59.9,46.7,60.6,159.6,3.2,41.97223008,-87.6645957,"(41.97223008, -87.6645957)",2018-104208
2017,160246,Parkway Gardens,Submitted,6415 S. Calumet Ave,60637,,,GREATER GRAND CROSSING,Multifamily Housing,938000,1952,36,,90,10975104,61920679,,,,77.7,106.1,83.7,112.8,5318.1,5.7,41.7774997,-87.61708529,"(41.7774997, -87.61708529)",2017-160246
2017,101901,Kimpton Hotel Allegro Chicago,Submitted,171 W Randolph Street,60601,,,LOOP,Hotel,315646,1926,1,,11,10926046,40188566,,21705647,,230.7,311.1,235.1,315.9,,,41.8841082,-87.63304764,"(41.8841082, -87.63304764)",2017-101901
2016,117179,3318 N Lake Shore - 2017 Resubmit,Submitted,3318 N. Lake Shore`,60657,,,LAKE VIEW,Multifamily Housing,116213,1901,1,,100,1422599.3,,,,,12.2,38.4,12.2,38.4,263,2.3,41.9398511,-87.65844752,"(41.9398511, -87.65844752)",2016-117179
2016,175292,Tree Studios,Submitted,601-623 N. State St.,60654,,,NEAR NORTH SIDE,Retail Store,55500,1912,1,,,1518179.6,2395499.9,,,,70.5,131.2,73.8,133.3,407.1,7.3,41.89256323,-87.62806371,"(41.89256323, -87.62806371)",2016-175292
2017,160211,633 St Clair,Submitted,633 North St Clair,60611,,,NEAR NORTH SIDE,Hotel,632163,1991,1,,59,46170877,,,,,73,229.3,75,235.4,8536.8,13.5,41.893497,-87.622686,"(41.893497, -87.622686)",2017-160211
2017,244534,One Museum Park East Condominium Association,Submitted,1211 S. Prairie Private,60605,,,NEAR SOUTH SIDE,Multifamily Housing,952287,2008,1,,76,20162003,40079098,,,,63.3,110.7,67.4,115.5,5856.6,6.2,41.86619413,-87.62121604,"(41.86619413, -87.62121604)",2017-244534
2018,109891,5460 Woodlawn,Submitted,5460-5472 W. Woodlawn,60615,4.0,false,HYDE PARK,Multifamily Housing,77700,1915,1,1111,68,1066649.2,4722199.6,,,,74.5,102.3,75.2,103,428.3,5.5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)",2018-109891
2016,175551,03187-119th and Marshfield,Submitted,11730 S. Marshfield Ave.,60643,,,MORGAN PARK,Supermarket/Grocery Store,62614,2008,1,,63,10149178.2,5512999.9,,,,250.1,601.4,258.4,606.3,2163.5,34.6,41.68050591,-87.66246295,"(41.68050591, -87.66246295)",2016-175551
2017,159646,339 W. Barry Condominium Association,Submitted,337-339 W. Barry Ave.,60657,,,LAKE VIEW,Multifamily Housing,118000,1967,1,,26,2988591,9621726,,,,106.9,165.1,115.4,174.1,1063.6,9,41.93734867,-87.6384621,"(41.93734867, -87.6384621)",2017-159646
2018,119987,70800552 -- Chicago,Submitted,7030 S Ashland Avenue,60601,2.0,false,WEST ENGLEWOOD,Supermarket/Grocery Store,63284,2006,1,1369,48,8308465.7,6164789,,,,228.7,469.9,229.2,470.2,1709.7,27,41.76547365,-87.66448496,"(41.76547365, -87.66448496)",2018-119987
2016,251599,Orozco Eleme-CPS,Submitted,1940 W 18th St,60608,,,LOWER WEST SIDE,K-12 School,107722,1999,1,,28,4333321.9,5300389,,,,89.4,178,97.4,186.3,1080.3,10,41.85797637,-87.67512452,"(41.85797637, -87.67512452)",2016-251599
2016,175813,The Mark Condominium Association,Submitted,4260 N. Broadway St.,60613,,,UPTOWN,Multifamily Housing,125000,2007,1,,79,2997841.5,1363451.4,,,,34.9,86.8,34.1,84.2,625,5,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2016-175813
2016,254389,Freedom Center,Submitted,825 N. Christiana,60651,,,Humboldt Park,Multifamily Housing,184000,2015,1,,22,8885680.5,11203500.6,,,,109.2,215.6,114.2,217.5,2232.9,12.1,41.90454715,-87.71254794,"(41.90454715, -87.71254794)",2016-254389
2018,250056,Young-CPS,Submitted,211 S LAFLIN ST,60607,1.0,false,NEAR WEST SIDE,K-12 School,430443,1975,1,6823,5,27151798.6,47197784.6,,,,172.7,291.8,173.3,290.9,7024,16.3,41.87825891,-87.6636621,"(41.87825891, -87.6636621)",2018-250056
2017,173625,Burnham 600,Submitted,600 W. Jackson Blvd.,60661,,,NEAR WEST SIDE,Office,103863,1912,1,,81,4658267,5615497,,,,98.9,197.6,108,210.6,1159.6,11.2,41.87801775,-87.64319149,"(41.87801775, -87.64319149)",2017-173625
2016,243190,2 East Erie,Submitted,2 East Erie Street,60611,,,NEAR NORTH SIDE,Multifamily Housing,398623,2002,1,,11,15171273.8,17030573,,2838179.7,,87.9,171.5,91.2,176.8,,,41.89434735,-87.62771988,"(41.89434735, -87.62771988)",2016-243190
2015,103696,111 South Wacker,Submitted,111 South Wacker,60606,,,LOOP,Office,1248730,2004,1,,80,87014155,,,,,69.7,218.8,70.8,222.3,17482,14,41.880335000000002,-87.636667000000003,"(41.880335, -87.636667)",2015-103696
2018,105788,Buena Terrace,Submitted,4242 N. Sheridan Rd.,60613,4.0,false,UPTOWN,Multifamily Housing,91524,1933,1,3086,65,1381835.4,7249408.3,,,,94.3,125.4,95.3,126.5,614.9,6.7,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2018-105788
2018,251432,"Brown Elementary, William H -CPS",Exempt,54 N Hermitage Ave,60612,,true,NEAR WEST SIDE,,65400,,1,557,,,,,,,,,,,,,41.88298738,-87.67118262,"(41.88298738, -87.67118262)",2018-251432
2017,243547,Admirals Pointe Condominium Association,Submitted,645 N. Kingsbury Street,60654,,,NEAR NORTH SIDE,Multifamily Housing,212211,2001,1,,22,5229572,12815000,,4746456,,107.4,163.2,112.8,168.9,1897.7,8.9,41.89320332,-87.64119962,"(41.89320332, -87.64119962)",2017-243547
2018,242732,The Residences at Hudson & Huron Condominium Association,Submitted,451 W. Huron St.,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,218635,2007,1,5699,93,3605487.7,7194722.3,,,,49.4,80.7,48,78.8,982,4.5,41.89447341,-87.64046966,"(41.89447341, -87.64046966)",2018-242732
2017,157161,909 W. Washington Condominium Association,Submitted,909 W. Washington St.,60607,,,NEAR WEST SIDE,Multifamily Housing,214000,2004,1,,79,4451353,6973722,,,,53.4,99.5,56.9,103.8,1193.4,5.6,41.88284087,-87.65031178,"(41.88284087, -87.65031178)",2017-157161
